longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.19,34.04,45,963,234,1194,239,2.1806,134900,<1H OCEAN
-118.19,34.03,52,1053,246,1036,249,2.1071,136700,<1H OCEAN
-118.2,34.04,52,1249,307,1223,297,2.07,136300,<1H OCEAN
-118.2,34.03,52,1754,452,1849,445,2.3716,122800,<1H OCEAN
-118.2,34.04,36,1625,490,2003,478,2.181,147200,<1H OCEAN
-118.2,34.04,18,796,227,547,218,1.0333,135400,<1H OCEAN
-118.21,34.04,37,845,249,881,252,2.2454,165000,<1H OCEAN
-118.21,34.05,28,1841,809,3199,727,1.6319,151600,<1H OCEAN
-118.22,34.05,43,1153,411,1667,409,1.9402,139300,<1H OCEAN
-118.22,34.04,43,798,308,1417,325,1.4189,141700,<1H OCEAN
-118.22,34.04,43,2343,803,2468,707,1.5163,115000,<1H OCEAN
-118.21,34.04,47,1306,391,1499,346,2.2788,139600,<1H OCEAN
-118.21,34.03,45,1860,472,1893,456,2.6573,141800,<1H OCEAN
-118.21,34.03,52,497,132,547,121,2.2083,146300,<1H OCEAN
-118.2,34.03,41,1292,334,1150,322,1.925,135200,<1H OCEAN
-118.2,34.03,52,774,209,813,203,2.3472,135200,<1H OCEAN
-118.2,34.03,52,583,157,730,174,1.4115,140600,<1H OCEAN
-118.19,34.02,44,2702,770,3260,721,2.3575,144800,<1H OCEAN
-118.2,34.02,26,36,9,35,9,1.625,175000,<1H OCEAN
-118.21,34.02,52,22,7,55,7,7.5752,67500,<1H OCEAN
-118.23,34.05,52,346,270,346,251,2.5313,225000,<1H OCEAN
-118.24,34.04,52,116,107,171,92,1.0769,112500,<1H OCEAN
-118.24,34.06,8,1204,552,1074,517,1.0227,87500,<1H OCEAN
-118.25,34.05,52,2806,1944,2232,1605,0.6775,350000,<1H OCEAN
-118.25,34.06,12,4011,1438,1673,1088,5.3081,287500,<1H OCEAN
-118.26,34.04,6,1529,566,1051,473,2.462,162500,<1H OCEAN
-118.26,34.06,15,326,123,490,105,1.4886,175000,<1H OCEAN
-118.26,34.07,52,1802,613,2382,587,1.8438,185900,<1H OCEAN
-118.26,34.07,30,929,238,763,214,2.5227,187500,<1H OCEAN
-118.26,34.06,42,2541,1282,3974,1189,1.5854,87500,<1H OCEAN
-118.27,34.06,30,1771,788,2188,764,1.5885,154200,<1H OCEAN
-118.27,34.07,32,1657,579,2071,598,2.1135,152500,<1H OCEAN
-118.27,34.07,33,1177,468,1533,430,2.3981,183300,<1H OCEAN
-118.28,34.07,24,3247,1281,2642,1182,2.4632,216700,<1H OCEAN
-118.28,34.07,32,1777,536,1684,489,2.3636,190000,<1H OCEAN
-118.28,34.06,14,1787,853,2251,763,1.1642,400000,<1H OCEAN
-118.27,34.06,17,2124,1168,3915,1137,1.1346,137500,<1H OCEAN
-118.27,34.06,45,564,353,1172,319,1.494,187500,<1H OCEAN
-118.26,34.06,33,1950,1047,3707,1012,1.7238,110000,<1H OCEAN
-118.27,34.05,52,1292,864,2081,724,0.9563,275000,<1H OCEAN
-118.28,34.06,52,936,454,990,354,1.1122,187500,<1H OCEAN
-118.27,34.05,25,1316,836,2796,784,1.7866,325000,<1H OCEAN
-118.28,34.05,28,1306,637,2079,598,1.4615,275000,<1H OCEAN
-118.28,34.05,41,1788,774,2931,702,1.4413,158900,<1H OCEAN
-118.28,34.05,44,968,384,1805,375,1.4801,212500,<1H OCEAN
-118.27,34.04,13,1784,,2158,682,1.7038,118100,<1H OCEAN
-118.27,34.05,12,535,328,1194,365,1.2012,275000,<1H OCEAN
-118.33,34.06,52,1841,240,693,218,15.0001,500001,<1H OCEAN
-118.33,34.07,52,1482,171,531,161,15.0001,500001,<1H OCEAN
-118.34,34.06,52,1311,310,707,290,3.4812,432800,<1H OCEAN
-118.29,34.07,19,3013,1118,2465,1008,2.5386,290600,<1H OCEAN
-118.29,34.07,22,492,269,634,261,1.6406,300000,<1H OCEAN
-118.29,34.08,43,3056,1345,3920,1304,1.925,300000,<1H OCEAN
-118.3,34.07,46,5677,2610,7443,2406,1.8238,237500,<1H OCEAN
-118.3,34.07,36,2657,738,2274,723,3.425,281700,<1H OCEAN
-118.31,34.08,49,2549,630,1539,594,2.6218,350900,<1H OCEAN
-118.32,34.07,52,2980,366,967,359,11.2185,500001,<1H OCEAN
-118.32,34.06,52,983,246,578,204,5.7393,500001,<1H OCEAN
-118.32,34.06,52,955,100,457,120,15.0001,500001,<1H OCEAN
-118.31,34.06,30,3110,1269,2535,1218,1.6987,412500,<1H OCEAN
-118.31,34.07,20,3264,1248,2919,1191,2.3674,500001,<1H OCEAN
-118.31,34.06,34,2470,1197,2326,1055,1.9038,325000,<1H OCEAN
-118.3,34.07,28,5221,2530,5840,2374,1.8829,300000,<1H OCEAN
-118.29,34.06,42,3894,2293,6846,2156,1.5553,70000,<1H OCEAN
-118.29,34.06,46,1759,1012,2716,877,2.1637,350000,<1H OCEAN
-118.29,34.06,23,2040,778,2235,697,1.9309,233300,<1H OCEAN
-118.3,34.06,21,3960,1490,3468,1335,1.8214,475000,<1H OCEAN
-118.31,34.06,24,1336,453,1268,426,2.8202,500001,<1H OCEAN
-118.31,34.06,34,1848,667,1351,589,2.0547,410000,<1H OCEAN
-118.31,34.06,31,2827,1084,3107,993,2.0278,360000,<1H OCEAN
-118.32,34.05,42,3292,713,2224,674,3.5517,291500,<1H OCEAN
-118.32,34.06,36,3239,722,1383,612,4.5918,337000,<1H OCEAN
-118.33,34.05,48,2405,527,1868,502,3.375,257800,<1H OCEAN
-118.33,34.05,45,1707,519,1446,466,2.1736,171300,<1H OCEAN
-118.32,34.05,42,3343,1183,3480,1146,1.9923,250000,<1H OCEAN
-118.31,34.05,40,1667,365,1161,384,3.1406,417600,<1H OCEAN
-118.3,34.05,42,1476,610,1605,545,1.721,214300,<1H OCEAN
-118.3,34.05,46,1386,457,1845,485,2.1414,157700,<1H OCEAN
-118.29,34.05,30,1417,589,1615,540,1.3867,193800,<1H OCEAN
-118.3,34.05,36,1723,569,1664,501,1.9323,161100,<1H OCEAN
-118.29,34.05,18,3585,1661,5229,1534,1.847,250000,<1H OCEAN
-118.29,34.05,31,2818,1252,4126,1200,2.053,229200,<1H OCEAN
-118.35,34.07,52,2497,406,1030,412,4.89,500001,<1H OCEAN
-118.34,34.07,52,2066,319,981,297,5.8632,450000,<1H OCEAN
-118.34,34.08,52,1721,195,688,196,15.0001,500001,<1H OCEAN
-118.34,34.07,52,3421,598,1203,564,4.1618,500001,<1H OCEAN
-118.35,34.08,52,2877,721,1186,704,3.2645,175000,<1H OCEAN
-118.36,34.08,52,1902,488,848,478,2.9621,175000,<1H OCEAN
-118.35,34.07,45,7803,2154,3359,2041,3.3594,287500,<1H OCEAN
-118.35,34.07,45,3312,880,1157,809,3.5719,500001,<1H OCEAN
-118.36,34.07,48,1740,360,748,357,4.7019,411100,<1H OCEAN
-118.36,34.07,52,2046,451,944,435,3.4265,456900,<1H OCEAN
-118.37,34.07,52,2195,435,884,432,5.24,486400,<1H OCEAN
-118.37,34.07,39,2309,526,870,546,3.1677,453400,<1H OCEAN
-118.38,34.08,25,4625,1307,1739,1191,3.3989,485000,<1H OCEAN
-118.38,34.07,21,3653,956,1510,890,3.5573,500001,<1H OCEAN
-118.35,34.06,52,3446,1360,1768,1245,2.4722,500001,<1H OCEAN
-118.34,34.05,52,2530,458,1122,449,3.9167,321600,<1H OCEAN
-118.34,34.06,52,1482,336,768,300,3.7167,327300,<1H OCEAN
-118.35,34.06,48,1354,279,716,309,3.7167,385000,<1H OCEAN
-118.35,34.05,33,2880,836,1416,736,2.6781,328800,<1H OCEAN
-118.36,34.06,39,2810,670,1109,624,3.25,355000,<1H OCEAN
-118.37,34.06,52,843,160,333,151,4.5192,446000,<1H OCEAN
-118.38,34.06,28,2522,616,991,574,3.1475,362500,<1H OCEAN
-118.38,34.06,31,4345,1158,1987,1070,2.8233,310000,<1H OCEAN
-118.37,34.05,35,2457,552,1159,523,3.0862,345300,<1H OCEAN
-118.37,34.05,48,1266,234,539,222,4.005,275000,<1H OCEAN
-118.37,34.06,52,2239,423,832,411,5.0858,470000,<1H OCEAN
-118.37,34.05,52,1563,306,776,308,3.625,440900,<1H OCEAN
-118.36,34.05,48,1825,404,728,363,3.3824,322600,<1H OCEAN
-118.36,34.05,48,1835,380,956,370,3.2813,243600,<1H OCEAN
-118.36,34.05,45,1879,395,946,409,3.3333,254700,<1H OCEAN
-118.38,34.05,52,2053,480,900,417,3.0707,417900,<1H OCEAN
-118.38,34.05,52,1004,231,590,226,4.2404,351000,<1H OCEAN
-118.38,34.05,49,702,,458,187,4.8958,333600,<1H OCEAN
-118.38,34.05,35,3517,879,1632,784,3.0956,500001,<1H OCEAN
-118.35,34.05,44,1856,493,1374,469,2.0984,158000,<1H OCEAN
-118.36,34.05,45,2283,,1093,475,2.5658,252000,<1H OCEAN
-118.34,34.05,50,2009,419,1130,402,3.1944,213500,<1H OCEAN
-118.35,34.05,52,1971,414,1065,409,3.6435,195800,<1H OCEAN
-118.32,34.04,39,2965,812,2638,794,2.532,172700,<1H OCEAN
-118.32,34.04,48,1184,328,953,311,2.3526,156300,<1H OCEAN
-118.33,34.05,46,3015,795,2300,725,2.0706,268500,<1H OCEAN
-118.34,34.05,41,2099,472,1369,465,2.7409,167100,<1H OCEAN
-118.34,34.04,40,2064,662,2140,617,2.2254,127100,<1H OCEAN
-118.35,34.04,36,1956,601,1672,546,1.8685,150700,<1H OCEAN
-118.35,34.04,45,1579,357,713,335,2.1711,179200,<1H OCEAN
-118.36,34.04,45,1767,417,1052,379,3.5161,157000,<1H OCEAN
-118.36,34.03,43,1690,379,1017,359,2.1078,133500,<1H OCEAN
-118.36,34.04,34,3239,806,2331,765,2.0538,125800,<1H OCEAN
-118.35,34.03,44,865,208,537,183,1.9,110900,<1H OCEAN
-118.34,34.04,42,1681,360,987,337,2.6,171400,<1H OCEAN
-118.34,34.04,42,2010,494,1203,427,1.9408,134600,<1H OCEAN
-118.33,34.04,33,1806,444,1161,393,2.5927,161500,<1H OCEAN
-118.33,34.04,48,2437,443,1400,426,2.628,251100,<1H OCEAN
-118.32,34.04,42,1766,404,1117,367,2.0259,168800,<1H OCEAN
-118.32,34.03,35,3189,935,2221,801,2.1046,114000,<1H OCEAN
-118.32,34.03,47,1082,198,455,193,3.0132,223200,<1H OCEAN
-118.32,34.03,47,1734,453,1272,438,3.1731,121500,<1H OCEAN
-118.32,34.02,51,2010,460,1355,433,2.0304,133400,<1H OCEAN
-118.33,34.02,45,1667,399,928,375,1.8783,118200,<1H OCEAN
-118.33,34.03,46,2312,625,1552,603,1.6429,125000,<1H OCEAN
-118.34,34.02,44,2067,385,1046,441,3.5357,156900,<1H OCEAN
-118.35,34.03,43,2122,524,1510,436,2.2273,123300,<1H OCEAN
-118.35,34.03,42,2043,512,1634,501,1.9928,125400,<1H OCEAN
-118.36,34.03,40,2323,661,1847,614,1.8316,113500,<1H OCEAN
-118.36,34.03,35,1819,499,1666,482,1.6452,125900,<1H OCEAN
-118.37,34.03,43,1350,287,811,307,3.3636,140900,<1H OCEAN
-118.34,34.02,49,1609,371,896,389,2.5156,136600,<1H OCEAN
-118.34,34.03,49,1295,276,765,265,3.4306,130200,<1H OCEAN
-118.36,34.02,43,1356,333,796,329,1.7159,189700,<1H OCEAN
-118.37,34.02,44,1944,458,981,377,2.6154,193200,<1H OCEAN
-118.28,34.04,39,1155,433,1857,424,2.1696,153400,<1H OCEAN
-118.29,34.05,40,907,349,1426,323,1.8571,143800,<1H OCEAN
-118.3,34.04,50,1757,522,2080,488,1.7225,180000,<1H OCEAN
-118.3,34.05,39,993,506,1765,464,1.2786,121900,<1H OCEAN
-118.31,34.05,35,2007,571,1513,554,2.1162,229200,<1H OCEAN
-118.31,34.04,33,2691,726,2390,681,2.4048,208300,<1H OCEAN
-118.31,34.03,29,2438,867,2114,753,0.8351,150000,<1H OCEAN
-118.31,34.04,52,1277,285,954,334,2.5833,234600,<1H OCEAN
-118.3,34.04,37,1470,399,1579,390,2.006,150000,<1H OCEAN
-118.29,34.04,44,1941,579,2049,535,2.0405,143000,<1H OCEAN
-118.3,34.04,35,1090,345,1605,330,2.1518,152800,<1H OCEAN
-118.29,34.04,32,432,182,702,186,2.1471,125000,<1H OCEAN
-118.28,34.03,45,943,289,953,238,2.0673,151600,<1H OCEAN
-118.29,34.03,29,3544,1384,3323,1213,1.0219,258300,<1H OCEAN
-118.29,34.03,22,3313,1235,2381,1063,0.7473,168800,<1H OCEAN
-118.31,34.03,46,2173,510,1343,476,2.025,135500,<1H OCEAN
-118.31,34.02,52,1173,284,814,295,2.45,111400,<1H OCEAN
-118.31,34.02,45,1423,278,822,276,2.4519,98100,<1H OCEAN
-118.3,34.03,47,2241,559,1775,504,2.1571,147900,<1H OCEAN
-118.31,34.03,47,1315,,785,245,1.23,138400,<1H OCEAN
-118.31,34.03,34,2041,517,1479,495,2.1173,156600,<1H OCEAN
-118.31,34.02,46,1976,469,1409,431,2.2981,112100,<1H OCEAN
-118.29,34.02,21,1641,491,1526,453,2.087,141300,<1H OCEAN
-118.3,34.02,31,1933,478,1522,423,1.5781,119300,<1H OCEAN
-118.27,34.03,50,395,232,948,243,1.7546,175000,<1H OCEAN
-118.28,34.04,19,460,241,890,229,1.6089,162500,<1H OCEAN
-118.28,34.04,25,1582,780,2390,719,1.4167,200000,<1H OCEAN
-118.28,34.05,44,1273,474,1754,460,1.6037,275000,<1H OCEAN
-118.28,34.03,40,2118,796,2195,658,1.7976,164600,<1H OCEAN
-118.27,34.02,39,2004,633,3050,621,1.875,127300,<1H OCEAN
-118.27,34.02,40,561,284,662,205,0.9234,187500,<1H OCEAN
-118.28,34.03,25,1407,550,1193,472,1.2989,225000,<1H OCEAN
-118.24,34.03,52,142,47,137,45,1.8333,312500,<1H OCEAN
-118.25,34.03,52,1274,418,1655,368,2.1905,124000,<1H OCEAN
-118.26,34.02,38,980,285,1308,310,1.5652,123100,<1H OCEAN
-118.26,34.02,40,1259,362,1499,327,1.8382,126400,<1H OCEAN
-118.26,34.02,48,1465,440,1859,400,1.3134,96200,<1H OCEAN
-118.26,34.02,41,848,323,1428,313,1.5603,109600,<1H OCEAN
-118.25,34.02,35,1368,486,2239,461,1.913,114300,<1H OCEAN
-118.25,34.01,28,481,136,596,128,1.2396,90300,<1H OCEAN
-118.24,34.02,48,542,150,571,114,1.8485,90600,<1H OCEAN
-118.24,34.01,43,1456,444,2098,433,1.8929,99200,<1H OCEAN
-118.24,34.01,30,405,86,376,68,1.7813,127500,<1H OCEAN
-118.25,34.01,36,879,262,1034,236,1.2857,99300,<1H OCEAN
-118.25,34.01,43,1575,475,1980,469,1.7425,100500,<1H OCEAN
-118.26,34.01,38,697,208,749,206,1.4653,118800,<1H OCEAN
-118.26,34.01,37,2451,668,2824,598,1.9074,99600,<1H OCEAN
-118.26,34.01,46,879,253,1010,221,2.1776,118300,<1H OCEAN
-118.27,34.01,35,1193,355,1784,341,1.8652,116100,<1H OCEAN
-118.27,34.01,47,921,264,881,221,1.4327,114100,<1H OCEAN
-118.27,34,46,1748,428,1707,409,2.148,103800,<1H OCEAN
-118.27,34,47,780,237,888,215,1.75,95800,<1H OCEAN
-118.26,34,41,1733,492,1776,453,1.6221,104200,<1H OCEAN
-118.25,34,36,1176,309,1267,292,1.6382,105000,<1H OCEAN
-118.25,34,41,1768,475,1721,474,1.303,90400,<1H OCEAN
-118.24,34,23,588,157,716,173,1.2056,87500,<1H OCEAN
-118.25,34,29,1419,363,1696,317,2.2813,101300,<1H OCEAN
-118.24,33.99,44,448,116,504,96,1.875,98600,<1H OCEAN
-118.25,33.99,42,2261,574,2496,527,1.5556,98500,<1H OCEAN
-118.26,34,27,1611,479,1457,458,0.8941,91900,<1H OCEAN
-118.27,34,40,2099,599,2311,529,1.852,101500,<1H OCEAN
-118.27,34,43,1258,381,1276,358,1.8917,106900,<1H OCEAN
-118.26,33.99,36,2016,505,1807,464,1.6901,103500,<1H OCEAN
-118.27,33.99,35,932,294,1153,282,1.4886,100000,<1H OCEAN
-118.28,34.01,46,441,167,621,144,1.8824,162500,<1H OCEAN
-118.29,34.01,40,885,312,799,221,1.1667,143800,<1H OCEAN
-118.3,34.02,27,2190,626,1768,528,1.2446,103800,<1H OCEAN
-118.3,34.02,42,2386,670,2327,661,1.6699,108000,<1H OCEAN
-118.31,34.01,50,1463,354,912,293,1.7386,109400,<1H OCEAN
-118.31,34.02,43,2255,533,1568,470,1.6955,115200,<1H OCEAN
-118.31,34.02,46,2217,489,1227,448,1.6851,108800,<1H OCEAN
-118.31,34.01,52,2547,475,1417,444,1.8214,123200,<1H OCEAN
-118.29,34.01,42,814,223,511,188,2.3942,123200,<1H OCEAN
-118.3,34,52,1743,421,1206,384,1.6875,116000,<1H OCEAN
-118.3,34.01,52,1444,343,1154,334,2.0625,134400,<1H OCEAN
-118.28,34,46,1650,463,1992,458,2.3403,114100,<1H OCEAN
-118.29,34.01,39,751,207,1010,231,1.6036,137500,<1H OCEAN
-118.28,34.01,50,2601,794,3080,770,1.8656,122900,<1H OCEAN
-118.28,34.01,52,795,308,1118,275,1.2175,131300,<1H OCEAN
-118.28,34,38,3335,921,3612,887,2.125,118800,<1H OCEAN
-118.28,34,42,855,284,890,247,1.2778,112500,<1H OCEAN
-118.28,34,48,1514,376,1353,344,2.1607,96100,<1H OCEAN
-118.29,34,41,1807,493,1731,471,1.2347,111700,<1H OCEAN
-118.3,34,40,1131,281,859,230,1.1806,134600,<1H OCEAN
-118.29,34,52,2579,494,1558,458,2.0809,109600,<1H OCEAN
-118.3,34,52,1296,246,853,238,3.05,111600,<1H OCEAN
-118.3,34,52,1718,354,1026,312,2,128000,<1H OCEAN
-118.31,34,52,2709,642,1751,613,2.1116,122500,<1H OCEAN
-118.31,33.99,48,2235,433,1363,433,1.6559,101400,<1H OCEAN
-118.31,33.99,45,1489,339,791,316,2.2339,104800,<1H OCEAN
-118.29,33.99,46,2608,636,1766,596,1.5846,114800,<1H OCEAN
-118.3,33.99,47,2212,533,1903,554,1.9853,101100,<1H OCEAN
-118.29,33.99,46,2198,530,2067,497,2.0542,103400,<1H OCEAN
-118.28,33.99,49,2174,481,1861,484,1.7159,95000,<1H OCEAN
-118.32,34.01,52,3104,645,1498,581,2.6667,128000,<1H OCEAN
-118.32,34.02,48,1949,308,823,340,3.3906,189700,<1H OCEAN
-118.32,34.01,47,1745,371,1079,368,2.4022,123400,<1H OCEAN
-118.33,34.01,47,1320,259,653,291,3.7727,193000,<1H OCEAN
-118.32,34.01,44,4032,913,1622,848,2.4934,165800,<1H OCEAN
-118.33,34.01,44,1762,463,786,445,1.9231,188500,<1H OCEAN
-118.32,34,50,3250,693,2300,675,1.95,112600,<1H OCEAN
-118.33,34,47,1671,388,895,317,2.2054,121500,<1H OCEAN
-118.33,34,24,873,320,529,308,0.9304,151600,<1H OCEAN
-118.32,33.99,49,1407,269,889,283,1.9779,114200,<1H OCEAN
-118.33,33.99,46,1582,315,777,286,3.2083,149600,<1H OCEAN
-118.32,33.99,48,1260,284,791,280,2.1875,115200,<1H OCEAN
-118.33,33.99,43,2224,550,1598,545,2.8274,122500,<1H OCEAN
-118.32,33.98,47,949,210,574,217,2.175,114700,<1H OCEAN
-118.32,33.98,47,1528,331,864,308,1.9732,101000,<1H OCEAN
-118.33,33.98,28,3889,1199,3121,1046,1.8806,113900,<1H OCEAN
-118.33,33.98,38,3063,796,2153,721,1.8472,149100,<1H OCEAN
-118.34,33.98,46,2126,409,1292,414,2.9315,149000,<1H OCEAN
-118.35,33.98,47,2512,461,1082,426,3.8235,207600,<1H OCEAN
-118.32,33.98,44,1448,314,861,310,2.2396,108600,<1H OCEAN
-118.32,33.98,49,1412,333,901,328,1.7067,118600,<1H OCEAN
-118.33,33.97,44,2526,579,1423,573,2.5363,158800,<1H OCEAN
-118.36,34.02,46,3745,798,1502,808,3.8643,195800,<1H OCEAN
-118.37,34.02,33,2263,430,900,382,4.4028,246800,<1H OCEAN
-118.33,34.02,11,1249,313,625,336,0.8702,170500,<1H OCEAN
-118.34,34.01,37,4291,1102,1941,953,1.7945,106300,<1H OCEAN
-118.34,34.02,44,1527,246,608,245,4.0357,187800,<1H OCEAN
-118.35,34.02,34,5218,1576,3538,1371,1.5143,118800,<1H OCEAN
-118.35,34.01,33,3246,601,1585,603,3.6629,353200,<1H OCEAN
-118.35,34,28,3085,621,1162,558,3.25,301000,<1H OCEAN
-118.28,33.99,37,1971,513,1673,464,1.4625,103000,<1H OCEAN
-118.29,33.98,41,1582,416,1422,370,1.0516,108300,<1H OCEAN
-118.3,33.99,44,1458,326,1159,283,1.1645,98200,<1H OCEAN
-118.3,33.98,44,1597,388,902,321,1.9556,93300,<1H OCEAN
-118.31,33.98,44,222,54,234,77,5.1136,111700,<1H OCEAN
-118.31,33.98,52,1837,426,1062,343,2,96500,<1H OCEAN
-118.31,33.98,50,1985,454,1090,410,1.825,106600,<1H OCEAN
-118.32,33.98,49,1993,446,1052,394,2.2138,119800,<1H OCEAN
-118.29,33.98,48,1124,231,783,223,3.4444,93100,<1H OCEAN
-118.3,33.98,48,2010,445,1208,404,1.6611,95800,<1H OCEAN
-118.3,33.98,44,1242,270,811,274,2.9375,95200,<1H OCEAN
-118.29,33.98,46,1118,300,786,254,1.4042,110000,<1H OCEAN
-118.28,33.98,47,865,193,782,217,2.2411,93000,<1H OCEAN
-118.28,33.98,19,883,313,726,277,0.9809,121400,<1H OCEAN
-118.28,33.97,31,1068,271,1091,281,1.689,102600,<1H OCEAN
-118.28,33.97,35,2305,634,1978,568,1.375,100000,<1H OCEAN
-118.3,33.97,46,1425,317,1140,304,3.375,98500,<1H OCEAN
-118.3,33.97,42,944,200,567,190,2.6311,124100,<1H OCEAN
-118.31,33.97,52,1595,325,823,302,3.2188,124200,<1H OCEAN
-118.31,33.97,52,1629,277,819,288,3.725,142600,<1H OCEAN
-118.31,33.94,41,1353,286,751,250,2.7401,131700,<1H OCEAN
-118.31,33.95,43,1823,358,1065,342,3.2708,131000,<1H OCEAN
-118.31,33.95,44,2490,430,1305,411,4.8295,149600,<1H OCEAN
-118.31,33.96,43,2118,569,1266,500,1.747,121000,<1H OCEAN
-118.31,33.96,46,1686,303,870,320,3.4643,136300,<1H OCEAN
-118.29,33.97,48,3139,587,1319,506,3.5208,134200,<1H OCEAN
-118.3,33.96,43,2009,442,1095,439,2.8299,109500,<1H OCEAN
-118.28,33.96,41,1175,340,1241,352,1.2273,98400,<1H OCEAN
-118.28,33.97,34,2771,802,2782,715,1.6652,99000,<1H OCEAN
-118.3,33.96,47,2112,417,1161,368,3.9722,117400,<1H OCEAN
-118.31,33.96,47,1586,322,1077,339,4.4861,140400,<1H OCEAN
-118.26,33.99,30,1702,443,1966,442,1.5521,97500,<1H OCEAN
-118.28,33.99,38,1454,323,1098,297,1.5109,104000,<1H OCEAN
-118.28,33.98,43,1240,312,1100,311,1.575,97500,<1H OCEAN
-118.27,33.98,39,2062,588,1933,570,1.3801,97000,<1H OCEAN
-118.26,33.98,43,762,206,854,188,1.2315,98200,<1H OCEAN
-118.26,33.97,44,1246,308,1031,295,1.9556,96300,<1H OCEAN
-118.26,33.97,46,1086,249,880,250,1.5962,95700,<1H OCEAN
-118.28,33.97,40,2180,642,2464,631,1.5521,90100,<1H OCEAN
-118.28,33.97,38,1819,497,2110,499,1.6027,97300,<1H OCEAN
-118.27,33.96,42,796,203,697,177,2.037,92600,<1H OCEAN
-118.26,33.97,47,1504,374,1168,358,1.4625,94200,<1H OCEAN
-118.26,33.96,39,1255,323,902,327,1.5812,94000,<1H OCEAN
-118.27,33.97,34,1462,394,1310,351,1.1557,90100,<1H OCEAN
-118.27,33.96,34,1040,276,1083,255,1.6467,90900,<1H OCEAN
-118.26,33.95,38,1387,346,1240,355,1.6898,95100,<1H OCEAN
-118.26,33.96,39,1542,375,1256,361,1.7167,100000,<1H OCEAN
-118.28,33.96,42,1604,399,1581,387,1.7656,96700,<1H OCEAN
-118.28,33.96,42,1206,304,1167,250,1.615,101300,<1H OCEAN
-118.28,33.96,23,1983,611,2048,600,1.5313,91400,<1H OCEAN
-118.29,33.95,32,721,205,842,208,1.6029,89700,<1H OCEAN
-118.29,33.95,40,2808,695,2357,627,1.9655,102300,<1H OCEAN
-118.28,33.94,43,1201,292,840,252,2.7917,105600,<1H OCEAN
-118.27,33.95,35,2073,494,1753,490,1.5,93600,<1H OCEAN
-118.27,33.94,30,1041,275,877,270,1.5268,91600,<1H OCEAN
-118.28,33.95,41,835,208,707,192,1.4103,86200,<1H OCEAN
-118.27,33.95,34,987,248,902,221,2.3365,98000,<1H OCEAN
-118.27,33.95,29,1579,351,1056,322,2.3056,98500,<1H OCEAN
-118.26,33.94,45,1080,218,850,237,2.25,93400,<1H OCEAN
-118.26,33.95,44,1481,329,999,315,1.5147,94600,<1H OCEAN
-118.25,33.94,37,1002,270,1092,273,1.6333,94500,<1H OCEAN
-118.27,33.94,38,1314,318,1080,285,1.5872,89800,<1H OCEAN
-118.26,33.93,35,1562,403,1587,406,1.4917,93200,<1H OCEAN
-118.27,33.94,34,721,165,661,171,2.0789,92400,<1H OCEAN
-118.27,33.93,36,1467,369,1247,347,1.8191,92700,<1H OCEAN
-118.26,33.93,42,1433,295,775,293,1.1326,104800,<1H OCEAN
-118.26,33.92,40,1076,244,705,255,1.7986,98900,<1H OCEAN
-118.27,33.94,43,1309,344,1182,340,1.6625,88700,<1H OCEAN
-118.27,33.94,39,2078,561,1901,504,1.1468,96900,<1H OCEAN
-118.28,33.94,32,1381,375,1268,354,1.1051,94200,<1H OCEAN
-118.28,33.94,44,1631,338,1197,355,3.0788,100000,<1H OCEAN
-118.29,33.93,43,2021,379,1051,352,3.3836,129900,<1H OCEAN
-118.28,33.93,41,936,257,913,226,2.0313,122600,<1H OCEAN
-118.29,33.93,41,896,198,605,168,2.2778,128100,<1H OCEAN
-118.28,33.92,39,1274,282,975,277,1.5114,90400,<1H OCEAN
-118.28,33.93,45,529,112,448,120,3.5833,90600,<1H OCEAN
-118.25,33.94,44,1463,312,940,312,2.3333,99800,<1H OCEAN
-118.25,33.94,43,793,,736,231,0.8527,90400,<1H OCEAN
-118.24,33.95,40,1193,280,1210,286,1.35,89500,<1H OCEAN
-118.24,33.95,36,2316,543,1938,507,1.25,97400,<1H OCEAN
-118.25,33.95,28,2136,,1799,476,1.5427,95700,<1H OCEAN
-118.25,33.95,25,764,200,801,220,1.1384,100000,<1H OCEAN
-118.25,33.93,36,2452,734,2664,667,0.9298,100000,<1H OCEAN
-118.24,33.94,37,869,241,1040,233,2,84200,<1H OCEAN
-118.24,33.93,37,1027,258,824,248,1.5132,86300,<1H OCEAN
-118.24,33.94,42,380,106,411,100,0.9705,90000,<1H OCEAN
-118.23,33.94,39,1141,258,1313,234,2.0187,90100,<1H OCEAN
-118.23,33.94,36,1110,,1417,302,2.3333,92100,<1H OCEAN
-118.23,33.93,36,501,123,487,118,1.3,87000,<1H OCEAN
-118.24,33.93,32,1063,282,992,253,0.8984,88700,<1H OCEAN
-118.4,34.11,32,5578,753,1567,697,15.0001,500001,<1H OCEAN
-118.43,34.11,27,10806,1440,3511,1352,12.7296,500001,<1H OCEAN
-118.45,34.12,20,10722,1617,3731,1511,9.7449,500001,<1H OCEAN
-118.43,34.08,46,778,90,238,93,15.0001,500001,<1H OCEAN
-118.45,34.1,31,6675,842,2092,796,11.8442,500001,<1H OCEAN
-118.47,34.1,32,8041,1141,2768,1106,11.1978,500001,<1H OCEAN
-118.48,34.07,29,4767,777,1500,638,10.7937,500001,<1H OCEAN
